audit_tolerance,operating_threshold,operational_step_change,audit_boundary_step_change,operating_threshold_step_size,audit_tolerance_step_size,dataset,model,protected_attribute,fairness_metric
0.06,0.3,,0.0,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.06,0.35,0.0,0.0,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.06,0.4,0.0,0.0,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.06,0.45,0.0,0.0,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.06,0.5,0.01,0.01,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.06,0.55,0.04,0.04,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.06,0.6,0.06,0.06,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.06,0.65,0.13,0.06,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.06,0.7,0.13,0.09999999999999998,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.07,0.3,,0.0,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.07,0.35,0.0,0.0,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.07,0.4,0.0,0.0,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.07,0.45,0.0,0.0,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.07,0.5,0.04,0.03,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.07,0.55,0.13,0.12000000000000001,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.07,0.6,0.03,0.09000000000000001,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.07,0.65,0.12,0.08000000000000002,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.07,0.7,0.15999999999999998,0.10999999999999999,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.08,0.3,,0.0,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.08,0.35,0.0,0.0,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.08,0.4,0.0,0.0,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.08,0.45,0.03,0.03,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.08,0.5,0.1,0.09,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.08,0.55,0.10999999999999999,0.06999999999999998,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.08,0.6,0.0,0.03999999999999998,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.08,0.65,0.19,0.10999999999999999,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.08,0.7,0.13000000000000006,0.08000000000000007,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.09,0.3,,0.0,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.09,0.35,0.0,0.0,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.09,0.4,0.0,0.0,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.09,0.45,0.08,0.05,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.09,0.5,0.21999999999999997,0.16999999999999998,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.09,0.55,0.010000000000000009,0.07,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.09,0.6,0.03999999999999998,0.10999999999999999,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.09,0.65,0.19000000000000006,0.11000000000000004,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.09,0.7,0.14,0.12,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.1,0.3,,0.0,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.1,0.35,0.0,0.0,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.1,0.4,0.03,0.03,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.1,0.45,0.22,0.16999999999999998,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.1,0.5,0.13,0.08000000000000002,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.1,0.55,0.020000000000000018,0.09000000000000002,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.1,0.6,0.06,0.11000000000000004,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.1,0.65,0.2,0.12,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.1,0.7,0.14,0.12,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.11,0.3,,0.0,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.11,0.35,0.0,0.0,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.11,0.4,0.16,0.13,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.11,0.45,0.26,0.16999999999999998,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.11,0.5,0.020000000000000018,0.06,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.11,0.55,0.02999999999999997,0.06999999999999995,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.11,0.6,0.09999999999999998,0.10999999999999993,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.11,0.65,0.21000000000000008,0.12,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.11,0.7,0.09999999999999998,0.07999999999999996,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.12,0.3,,0.0,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.12,0.35,0.03,0.03,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.12,0.4,0.38,0.24999999999999997,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.12,0.45,0.12000000000000005,0.11000000000000004,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.12,0.5,0.07999999999999996,0.16999999999999998,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.12,0.55,0.020000000000000018,0.12,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.12,0.6,0.14,0.16000000000000003,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.12,0.65,0.15000000000000002,0.09999999999999998,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.12,0.7,0.06999999999999995,0.06999999999999995,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.13,0.3,,0.0,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.13,0.35,0.1,0.07,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.13,0.4,0.5,0.19,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.13,0.45,0.030000000000000027,0.09999999999999998,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.13,0.5,0.12,0.14,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.13,0.55,0.030000000000000027,0.13,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.13,0.6,0.13,0.12,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.13,0.65,0.08000000000000007,0.050000000000000044,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.13,0.7,0.039999999999999925,0.020000000000000018,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.14,0.3,,0.0,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.14,0.35,0.38,0.28,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.14,0.4,0.30000000000000004,0.08000000000000007,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.14,0.45,0.019999999999999907,0.06999999999999995,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.14,0.5,0.09000000000000008,0.040000000000000036,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.14,0.55,0.039999999999999925,0.10999999999999999,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.14,0.6,0.06000000000000005,0.040000000000000036,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.14,0.65,0.05999999999999994,0.019999999999999907,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.14,0.7,0.030000000000000027,0.010000000000000009,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.15,0.3,,0.01,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.15,0.35,0.72,0.35,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.15,0.4,0.030000000000000027,0.07999999999999996,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.15,0.45,0.050000000000000044,0.1100000000000001,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.15,0.5,0.04999999999999993,0.06999999999999995,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.15,0.55,0.07999999999999996,0.10999999999999999,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.15,0.6,0.0,0.04999999999999993,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.15,0.65,0.040000000000000036,0.030000000000000027,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.15,0.7,0.010000000000000009,0.010000000000000009,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.16,0.3,,0.049999999999999996,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.16,0.35,0.8,0.13,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.16,0.4,0.0,0.09999999999999998,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.16,0.45,0.020000000000000018,0.06999999999999995,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.16,0.5,0.040000000000000036,0.06000000000000005,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.16,0.55,0.04999999999999993,0.030000000000000027,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.16,0.6,0.010000000000000009,0.020000000000000018,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.16,0.65,0.030000000000000027,0.010000000000000009,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.16,0.7,0.0,0.0,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.17,0.3,,0.2,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.17,0.35,0.65,0.050000000000000044,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.17,0.4,0.010000000000000009,0.06000000000000005,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.17,0.45,0.010000000000000009,0.050000000000000044,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.17,0.5,0.029999999999999916,0.039999999999999925,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.17,0.55,0.020000000000000018,0.010000000000000009,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.17,0.6,0.010000000000000009,0.010000000000000009,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.17,0.65,0.020000000000000018,0.0,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.17,0.7,0.0,0.0,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.18,0.3,,0.37,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.18,0.35,0.30000000000000004,0.020000000000000018,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.18,0.4,0.009999999999999898,0.019999999999999907,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.18,0.45,0.010000000000000009,0.019999999999999907,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.18,0.5,0.020000000000000018,0.010000000000000009,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.18,0.55,0.010000000000000009,0.0,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.18,0.6,0.0,0.010000000000000009,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.18,0.65,0.010000000000000009,0.0,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.18,0.7,0.010000000000000009,0.010000000000000009,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.19,0.3,,0.29000000000000004,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.19,0.35,0.039999999999999925,0.029999999999999916,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.19,0.4,0.010000000000000009,0.030000000000000027,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.19,0.45,0.010000000000000009,0.010000000000000009,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.19,0.5,0.020000000000000018,0.010000000000000009,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.19,0.55,0.010000000000000009,0.010000000000000009,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.19,0.6,0.0,0.010000000000000009,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.19,0.65,0.0,0.0,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.19,0.7,0.010000000000000009,0.0,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.2,0.3,,0.05999999999999994,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.2,0.35,0.0,0.020000000000000018,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.2,0.4,0.0,0.010000000000000009,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.2,0.45,0.0,0.020000000000000018,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.2,0.5,0.010000000000000009,0.010000000000000009,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.2,0.55,0.0,0.0,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.2,0.6,0.0,0.0,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.2,0.65,0.010000000000000009,0.010000000000000009,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.2,0.7,0.0,0.0,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.21,0.3,,0.0,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.21,0.35,0.0,0.0,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.21,0.4,0.0,0.0,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.21,0.45,0.010000000000000009,0.010000000000000009,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.21,0.5,0.010000000000000009,0.010000000000000009,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.21,0.55,0.0,0.010000000000000009,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.21,0.6,0.010000000000000009,0.0,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.21,0.65,0.010000000000000009,0.0,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.21,0.7,0.0,0.0,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.22,0.3,,0.010000000000000009,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.22,0.35,0.010000000000000009,0.020000000000000018,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.22,0.4,0.010000000000000009,0.010000000000000009,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.22,0.45,0.010000000000000009,0.010000000000000009,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.22,0.5,0.0,0.0,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.22,0.55,0.0,0.0,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.22,0.6,0.010000000000000009,0.0,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.22,0.65,0.010000000000000009,0.0,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.22,0.7,0.0,0.0,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.23,0.3,,0.010000000000000009,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.23,0.35,0.0,0.0,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.23,0.4,0.0,0.010000000000000009,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.23,0.45,0.0,0.0,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.23,0.5,0.0,0.0,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.23,0.55,0.0,0.0,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.23,0.6,0.0,0.010000000000000009,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.23,0.65,0.0,0.0,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.23,0.7,0.0,0.0,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.24,0.3,,0.0,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.24,0.35,0.0,0.0,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.24,0.4,0.0,0.0,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.24,0.45,0.0,0.0,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.24,0.5,0.0,0.0,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.24,0.55,0.0,0.0,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.24,0.6,0.0,0.0,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.24,0.65,0.0,0.0,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.24,0.7,0.0,0.0,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.25,0.3,,0.0,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.25,0.35,0.0,0.0,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.25,0.4,0.0,0.0,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.25,0.45,0.0,0.0,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.25,0.5,0.0,0.0,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.25,0.55,0.0,0.0,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.25,0.6,0.0,0.0,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.25,0.65,0.0,0.0,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.25,0.7,0.0,0.0,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.26,0.3,,0.0,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.26,0.35,0.0,0.0,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.26,0.4,0.0,0.0,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.26,0.45,0.0,0.0,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.26,0.5,0.0,0.0,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.26,0.55,0.0,0.0,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.26,0.6,0.0,0.0,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.26,0.65,0.0,0.0,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.26,0.7,0.0,0.0,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.27,0.3,,0.0,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.27,0.35,0.0,0.0,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.27,0.4,0.0,0.0,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.27,0.45,0.0,0.0,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.27,0.5,0.0,0.0,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.27,0.55,0.0,0.0,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.27,0.6,0.0,0.0,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.27,0.65,0.0,0.0,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.27,0.7,0.0,0.0,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.28,0.3,,0.0,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.28,0.35,0.0,0.0,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.28,0.4,0.0,0.0,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.28,0.45,0.0,0.0,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.28,0.5,0.0,0.0,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.28,0.55,0.0,0.0,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.28,0.6,0.0,0.0,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.28,0.65,0.0,0.0,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.28,0.7,0.0,0.0,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.29,0.3,,0.0,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.29,0.35,0.0,0.0,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.29,0.4,0.0,0.0,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.29,0.45,0.0,0.0,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.29,0.5,0.0,0.0,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.29,0.55,0.0,0.0,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.29,0.6,0.0,0.0,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.29,0.65,0.0,0.0,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.29,0.7,0.0,0.0,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.3,0.3,,0.0,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.3,0.35,0.0,0.0,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.3,0.4,0.0,0.0,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.3,0.45,0.0,0.0,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.3,0.5,0.0,0.0,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.3,0.55,0.0,0.0,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.3,0.6,0.0,0.0,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.3,0.65,0.0,0.0,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.3,0.7,0.0,0.0,0.04999999999999999,0.010000000000000005,adult,logistic_regression,sex,equalized_odds_violation
0.0,0.3,,,0.04999999999999999,0.010000000000000005,adult,random_forest,race,dpd_violation
0.0,0.35,0.0,,0.04999999999999999,0.010000000000000005,adult,random_forest,race,dpd_violation
0.0,0.4,0.0,,0.04999999999999999,0.010000000000000005,adult,random_forest,race,dpd_violation
0.0,0.45,0.0,,0.04999999999999999,0.010000000000000005,adult,random_forest,race,dpd_violation
0.0,0.5,0.0,,0.04999999999999999,0.010000000000000005,adult,random_forest,race,dpd_violation
0.0,0.55,0.0,,0.04999999999999999,0.010000000000000005,adult,random_forest,race,dpd_violation
0.0,0.6,0.0,,0.04999999999999999,0.010000000000000005,adult,random_forest,race,dpd_violation
0.0,0.65,0.0,,0.04999999999999999,0.010000000000000005,adult,random_forest,race,dpd_violation
